BN,FPE,Form ID,200,210,220,230,240,250,260
118818491RR0004,2021-12-31,25,11536,Y,N,,N,Y,N
801572736RR0001,2021-12-31,25,5600,Y,N,,N,Y,Y
118818491RR0085,2021-12-31,25,1080,Y,N,,N,N,N
891715930RR0001,2021-11-30,25,,N,N,,N,N,N
828524355RR0001,2021-12-31,25,78800,N,N,,N,N,N
754136323RR0001,2021-12-31,25,13571,Y,N,,Y,N,Y
118849470RR0024,2021-12-31,25,23707,Y,N,,N,N,N
891432643RR0001,2021-12-31,25,19419,N,N,,N,Y,N
107654410RR0001,2021-12-31,25,637706,Y,N,,N,N,N
819326299RR0001,2021-12-31,25,120080,Y,N,,N,Y,N
889699211RR0001,2021-12-31,25,158296,Y,N,,Y,Y,N
844663021RR0001,2021-12-31,23,100000,Y,N,,N,N,N
118925726RR0001,2021-12-31,25,805043,N,N,,N,Y,N
119017739RR0001,2021-12-31,25,,Y,N,,N,N,N
118847888RR0001,2021-12-31,25,839643,Y,N,,N,N,N
822582078RR0001,2021-12-31,24,94600,Y,N,,N,N,N
107562563RR0001,2021-12-31,25,4690,Y,N,,N,N,N
118824846RR0001,2021-12-31,25,28800,Y,,,N,N,N
118796002RR0001,2021-12-31,25,1465,N,N,,N,N,N
890690266RR0001,2021-12-31,25,9600,Y,N,,N,N,N
832087068RR0001,2021-12-31,25,4500,Y,N,,N,Y,N
862071040RR0001,2021-12-31,25,17159,N,N,,N,Y,N
859411027RR0001,2021-12-31,25,1832968,Y,N,,Y,N,N
819263633RR0001,2021-12-31,25,7474,Y,N,,N,N,N
866686991RR0001,2021-11-30,25,62001,N,N,,Y,N,N
805673209RR0001,2021-12-31,25,100000,Y,N,,N,Y,N
119017853RR0001,2021-12-31,25,,N,N,,N,Y,N
119065530RR0001,2021-12-31,25,29235,N,N,,N,N,N
809981939RR0001,2021-12-31,25,,Y,N,,N,N,N
129798229RR0001,2021-12-31,25,,N,N,,N,N,N
107426769RR0001,2021-12-31,25,13528,N,N,,N,Y,N
133267328RR0001,2021-12-31,25,2000,Y,N,,N,N,N
849500277RR0001,2021-12-31,25,134250,Y,N,,N,Y,N
899132963RR0001,2021-12-31,25,64788,Y,N,,N,N,N
801477175RR0002,2021-12-31,25,91860,Y,N,,N,N,N
846885523RR0001,2021-12-31,25,828949,Y,N,,N,Y,N
107785685RR0001,2021-12-31,25,90480,Y,N,,Y,Y,N
859395469RR0001,2021-12-31,25,5804,Y,N,,Y,Y,N
829579697RR0001,2021-08-31,25,104563,Y,N,,Y,Y,N
859286221RR0001,2021-12-31,25,15300,Y,N,,N,Y,
119074755RR0001,2021-12-31,25,33480,N,N,,Y,N,N
886626274RR0001,2021-12-31,25,193815,Y,N,,Y,Y,N
118857432RR0001,2021-12-31,25,739997,Y,N,,N,Y,N
833439540RR0001,2021-12-31,25,5000,Y,N,,N,Y,N
817621063RR0001,2021-12-31,25,,Y,N,,N,N,N
891225211RR0001,2021-12-31,25,328978,Y,N,,N,N,N
118942564RR0001,2021-12-31,25,3119318,Y,N,,Y,Y,N
891476392RR0001,2021-12-31,25,7384,N,N,,N,Y,N
119045136RR0001,2021-12-31,24,84851,N,N,,N,Y,N
140840661RR0001,2021-12-31,25,83566,Y,N,,N,N,N
118971100RR0001,2021-12-31,25,4632486,Y,Y,3850305,N,N,N
719355711RR0001,2021-12-31,25,12835,Y,N,,N,N,N
118942945RR0001,2021-12-31,25,137444,Y,N,,N,N,N
130357197RR0001,2021-12-31,25,201797,N,N,,Y,N,N
107950586RR0001,2021-12-31,25,1900,N,N,,N,N,N
860223981RR0001,2021-12-31,25,131,N,N,,N,Y,N
138445580RR0001,2021-11-30,25,1515205,Y,N,,N,N,N
119033074RR0001,2021-12-31,25,235895,N,N,,N,N,N
827584996RR0001,2021-12-31,25,1037656,Y,N,,Y,Y,N
119017598RR0001,2021-12-31,25,61756,Y,N,,N,N,N
889971396RR0001,2021-12-31,25,6071,Y,N,,N,N,N
861988863RR0001,2021-12-31,25,3837,Y,N,,N,N,N
861195998RR0001,2021-12-31,25,636,N,N,,N,N,N
107302663RR0001,2021-12-31,25,4741,N,N,,N,Y,N
758958292RR0001,2021-12-31,25,19949,Y,N,,N,N,N
859163560RR0001,2021-12-31,25,566249,N,N,,N,Y,N
886578095RR0001,2021-08-31,25,13315278,Y,N,,Y,Y,N
106885858RR0001,2021-12-31,25,23635,N,N,,N,Y,N
808293856RR0001,2021-12-31,25,6670,N,N,,Y,N,N
717661516RR0001,2021-12-31,25,6784,Y,N,,N,N,N
131900359RR0001,2021-12-31,25,6650,,N,,N,N,N
132021999RR0001,2021-12-31,25,500,Y,N,,N,N,N
869641308RR0001,2021-12-31,25,24092,Y,N,,N,Y,N
886121110RR0001,2021-12-31,25,54053,N,N,,N,N,N
118805241RR0001,2021-11-30,25,1621,Y,N,,N,N,N
859638074RR0001,2021-12-31,25,1769,Y,N,,N,N,N
829157742RR0001,2021-12-31,25,100965,N,N,,N,Y,N
828154476RR0001,2021-12-31,25,1145920,Y,N,,Y,N,N
884688128RR0001,2021-12-31,25,218857,Y,N,,N,Y,N
119196962RR0001,2021-12-31,25,407,Y,N,,N,N,N
118942622RR0001,2021-12-31,25,65159,Y,N,,Y,Y,N
871169637RR0001,2021-12-31,25,65242,N,N,,N,Y,N
849083621RR0001,2021-12-31,25,544094,Y,N,,Y,Y,N
755722097RR0001,2021-12-31,25,1884528,N,N,,N,Y,N
775536717RR0001,2021-12-31,25,11780,Y,N,,Y,N,N
893034645RR0001,2021-12-31,25,22000,N,N,,N,Y,N
805246741RR0001,2021-12-31,25,242104,Y,N,,Y,N,N
806098919RR0001,2021-12-31,25,1399,N,N,,N,N,N
869790766RR0001,2021-12-31,25,20238,Y,N,,N,N,N
106919160RR0001,2021-12-31,25,78100,Y,N,,N,N,N
896867892RR0001,2021-12-31,25,5500,Y,N,,N,N,N
891090540RR0001,2021-12-31,25,122935,Y,N,,N,N,N
889609178RR0001,2021-12-31,25,97604,Y,N,,N,N,N
828221960RR0001,2021-12-31,25,126810,Y,N,,N,Y,N
838603231RR0001,2021-12-31,25,2440,N,N,,N,Y,N
816817829RR0001,2021-12-31,25,809505,Y,N,,N,N,N
825566888RR0001,2021-12-31,25,,N,,,,,
134112747RR0001,2021-12-31,25,2000,N,N,,N,N,N
854400207RR0001,2021-12-31,25,63212,N,N,,Y,Y,N
854406758RR0001,2021-12-31,25,9616,Y,N,,N,N,N
866102221RR0001,2021-12-31,25,387,N,N,,N,N,N
858778467RR0001,2021-12-31,25,1200,N,N,,N,N,N
863889283RR0001,2021-12-31,25,5655489,Y,N,,N,N,N
794161885RR0001,2021-12-31,25,315300,Y,N,,N,N,N
741438113RR0001,2021-12-31,25,0,N,N,,N,N,N
827898255RR0001,2021-12-31,25,243832,Y,N,,N,Y,N
118865344RR0001,2021-12-31,25,25249,Y,N,,N,N,N
107856619RR0001,2021-12-31,25,1942496,Y,N,,Y,Y,N
741388284RR0001,2021-12-31,25,18114,N,N,,N,Y,N
890646706RR0001,2021-12-31,25,18080,N,N,,N,N,N
736922725RR0001,2021-12-31,25,230,Y,N,,N,N,N
822156717RR0001,2021-12-31,25,1428,Y,N,,N,N,N
872326863RR0001,2021-12-31,25,126325,Y,N,,N,N,N
108084658RR0101,2021-12-31,25,400,N,N,,N,N,N
781726880RR0001,2021-12-31,25,8050,Y,N,,N,N,N
890791569RR0001,2021-12-31,25,73720,Y,N,,N,Y,N
801323742RR0001,2021-12-31,25,79926,Y,N,,N,N,N
869890541RR0001,2021-12-31,25,140181,Y,N,,N,Y,
888789393RR0001,2021-12-31,25,93617,Y,N,,N,N,N
863751616RR0001,2021-12-31,25,745733,Y,N,,Y,N,N
860364959RR0001,2021-12-31,25,270153,Y,N,,N,Y,N
119104925RR0001,2021-12-31,25,408703,N,N,,N,Y,N
126288216RR0001,2021-12-31,25,,N,N,,N,Y,N
107287054RR0001,2021-12-31,25,1650,N,N,,N,Y,N
839739687RR0001,2021-12-31,25,9356,N,N,,N,Y,N
811512680RR0001,2021-12-31,25,165750,Y,N,,N,N,N
887115111RR0001,2021-12-31,25,113000,Y,N,,N,N,N
118970664RR0001,2021-12-31,25,68125,Y,N,,N,Y,N
118904010RR0001,2021-12-31,25,31546,Y,N,,N,N,N
108084658RR0084,2021-12-31,25,8000,N,N,,N,N,N
139295802RR0001,2021-12-31,25,124007,Y,N,,Y,Y,N
118945690RR0001,2021-12-31,25,12960,Y,N,,N,N,N
834116709RR0001,2021-12-31,25,,N,N,,N,Y,Y
825313877RR0001,2021-12-31,25,25000,Y,N,,Y,N,N
811664515RR0001,2021-12-31,25,7037,Y,N,,N,N,N
108222050RR0001,2021-12-31,25,207839438,N,N,,Y,Y,N
889167417RR0001,2021-12-31,25,6000,N,N,,N,Y,N
797759123RR0001,2021-12-31,25,6373,Y,N,,N,N,N
890469166RR0001,2021-12-31,25,58121,Y,N,,N,Y,N
804204337RR0001,2021-12-31,25,10718,N,N,,N,Y,N
707766721RR0001,2021-12-31,25,,Y,N,,Y,Y,N
133712596RR0001,2021-11-30,25,3700,N,N,,N,N,N
762648517RR0001,2021-12-31,24,17970,N,N,,N,N,N
774952287RR0001,2021-12-31,25,6942,Y,N,,N,Y,N
818683146RR0001,2021-12-31,25,102454,Y,N,,N,Y,N
842382939RR0001,2021-12-31,25,89775,Y,N,,N,N,N
834399594RR0001,2021-12-31,25,1200,Y,N,,N,N,N
767797897RR0001,2021-12-31,25,28382,Y,N,,Y,Y,N
890790546RR0001,2021-12-31,25,15000,Y,N,,N,N,N
894299999RR0001,2021-12-31,25,252692,Y,N,,N,Y,N
811546969RR0001,2021-12-31,25,30935,Y,N,,N,N,N
132813411RR0001,2021-12-31,25,10307,Y,N,,Y,Y,Y
852847201RR0001,2021-12-31,25,26711,Y,N,,Y,Y,N
118871698RR0001,2021-12-31,25,20000,N,N,,N,N,N
868665977RR0001,2021-12-31,25,19100,N,N,,N,N,N
119017861RR0001,2021-12-31,25,,N,N,,N,Y,N
856472782RR0001,2021-12-31,25,,Y,N,,Y,N,N
860415983RR0001,2021-12-31,25,,Y,N,,Y,N,N
119065373RR0001,2021-12-31,25,2262,Y,N,,Y,Y,N
778756882RR0001,2021-12-31,25,19072,N,N,,Y,Y,N
819198144RR0001,2021-12-31,25,,N,N,,N,N,N
107513111RR0001,2021-09-30,25,38083,N,N,,Y,Y,Y
119162196RR0001,2021-12-31,25,3859,Y,N,,N,N,N
833497084RR0001,2021-12-31,23,,Y,N,,N,N,N
824115778RR0001,2021-12-31,25,31843,N,N,,Y,Y,N
833062144RR0001,2021-12-31,25,264944,Y,N,,N,N,N
108040726RR0001,2021-12-31,25,43838,Y,N,,N,Y,N
897837829RR0001,2021-12-31,25,425152,Y,N,,N,Y,N
141160267RR0001,2021-12-31,25,13834,Y,N,,N,N,N
131784795RR0001,2021-12-31,25,96180,Y,N,,N,Y,N
739082337RR0001,2021-12-31,25,90536,N,N,,N,N,N
881375018RR0001,2021-12-31,25,,Y,N,,N,Y,N
140815267RR0001,2021-12-31,25,188850,Y,N,,Y,Y,N
762721918RR0001,2021-12-31,25,495063,Y,N,,Y,Y,N
842739377RR0002,2021-12-31,25,40302,Y,N,,N,N,N
819550245RR0001,2021-12-31,25,,N,N,,N,N,N
108076134RR0001,2021-12-31,25,,Y,N,,Y,Y,Y
863314282RR0001,2021-12-31,25,44932,N,N,,N,Y,N
892009648RR0001,2021-12-31,25,,Y,N,,Y,N,N
830527982RR0001,2021-12-31,25,710,N,N,,N,N,N
870125473RR0001,2021-12-31,25,79066,Y,N,,N,Y,N
889772190RR0001,2021-12-31,25,1000156,Y,N,,N,Y,N
108186099RR0001,2021-12-31,25,31681,Y,N,,N,Y,N
898715305RR0001,2021-11-30,25,187000,Y,N,,N,N,N
107808750RR0001,2021-12-31,25,423762,Y,N,,Y,Y,N
891568446RR0001,2021-12-31,25,4110,N,N,,N,Y,N
729807131RR0001,2021-12-31,25,6825,Y,N,,N,N,N
857802409RR0001,2021-12-31,25,70574,Y,N,,N,N,N
849503073RR0001,2021-12-31,25,4231485,Y,N,,N,N,N
127290005RR0001,2021-12-31,25,140335,Y,N,,Y,N,N
106740905RR0001,2021-12-31,25,500,N,N,,N,N,N
118790260RR0001,2021-12-31,25,58368,N,N,,N,Y,Y
841527914RR0001,2021-12-31,25,218558,N,N,,N,Y,N
851694166RR0001,2021-12-31,25,3579,Y,N,,N,N,N
107845133RR0001,2021-12-31,25,465,N,N,,N,N,N
787021088RR0001,2021-12-31,25,13309,N,N,,Y,N,N
889904264RR0001,2021-12-31,25,143537,Y,N,,N,Y,N
887478071RR0001,2021-12-31,24,9545,N,N,,N,Y,N
860895168RR0001,2021-12-31,25,,N,N,,N,Y,N
107706525RR0001,2021-12-31,25,912639,Y,N,,Y,Y,N
886841790RR0001,2021-12-31,25,1614,N,N,,N,N,N
872606157RR0001,2021-12-31,25,959000,Y,N,,Y,N,N
864867148RR0001,2021-12-31,25,33084,,N,,N,Y,N
118807734RR0001,2021-12-31,25,300,Y,N,,N,Y,
891304495RR0001,2021-11-30,25,7322,N,N,,N,N,N
880953468RR0001,2021-12-31,25,2277,N,N,,N,N,N
118857846RR0001,2021-12-31,25,121288,Y,N,,Y,N,N
888202041RR0001,2021-12-31,23,,,N,,N,N,N
107999393RR0001,2021-12-31,23,191716,N,N,,N,N,N
742111925RR0001,2021-12-31,25,273090,N,N,,N,Y,N
860029925RR0001,2021-12-31,25,19696,Y,N,,N,Y,N
881192017RR0001,2021-12-31,25,171915,N,N,,Y,Y,N
119129369RR0001,2021-12-31,25,216065,Y,N,,N,N,N
898683115RR0001,2021-12-31,25,55832,Y,N,,N,Y,N
107968042RR0001,2021-12-31,25,,N,N,,N,N,N
108197906RR0001,2021-12-31,25,0,N,N,,N,N,N
865513279RR0001,2021-12-31,25,9001,Y,N,,N,N,N
806974028RR0001,2021-12-31,25,278523,Y,N,,N,N,N
818173031RR0001,2021-11-30,25,84902,Y,N,,N,Y,N
869884841RR0001,2021-12-31,25,1693425,N,N,,N,N,N
108071200RR0001,2021-12-31,25,19200,Y,N,,N,N,N
801597410RR0001,2021-12-31,25,9620,Y,N,,N,Y,N
838606127RR0001,2021-12-31,25,28426,Y,N,,N,Y,N
893337568RR0001,2021-12-31,25,79927,N,N,,N,N,N
845953637RR0001,2021-12-31,25,120092,Y,N,,N,Y,N
108021528RR0001,2021-12-31,25,14105,Y,N,,N,N,N
841581861RR0001,2021-12-31,25,504684,Y,N,,N,Y,N
891265571RR0001,2021-12-31,25,,Y,N,,N,N,N
119140879RR0001,2021-12-31,25,6800,N,N,,N,Y,N
871330825RR0001,2021-12-31,25,113498,N,N,,Y,Y,N
822138277RR0001,2021-12-31,25,1396504,N,N,,Y,N,N
893764928RR0001,2021-12-31,25,3550,Y,N,,N,N,N
871436549RR0001,2021-12-31,25,34000,Y,,,N,N,N
896829835RR0001,2021-12-31,25,,,,,,,
887613156RR0001,2021-11-30,25,1609753,Y,N,,N,N,N
140171521RR0001,2021-12-31,25,251898,Y,N,,N,Y,N
816490940RR0001,2021-12-31,25,170000,Y,N,,N,N,N
771187473RR0001,2021-12-31,25,8186,Y,N,,Y,Y,N
107884025RR0001,2021-12-31,25,13448,N,N,,N,N,N
891334740RR0001,2021-12-31,25,265,N,N,,N,Y,N
817884059RR0001,2021-12-31,25,1089,Y,N,,N,Y,N
803838556RR0001,2021-12-31,25,2097820,Y,N,,Y,Y,N
891048043RR0001,2021-12-31,25,8065,N,N,,N,N,N
132488040RR0001,2021-12-31,25,31277,Y,N,,N,N,N
107834889RR0001,2021-12-31,25,34254,Y,N,,N,N,N
108061441RR0001,2021-12-31,25,42205,Y,N,,N,N,N
801030404RR0001,2021-12-31,25,0,N,N,,N,N,N
888444403RR0001,2021-12-31,25,4365,N,N,,N,Y,N
783500713RR0001,2021-12-31,25,21733,N,N,,N,Y,N
820522308RR0001,2021-12-31,25,980,N,N,,N,Y,N
135530269RR0001,2021-12-31,25,35128,Y,N,,N,Y,N
820345734RR0001,2021-12-31,25,11168,Y,N,,N,Y,N
877094516RR0001,2021-12-31,25,244900,Y,N,,N,Y,N
885889915RR0001,2021-12-31,24,16687,Y,N,,N,N,N
897408605RR0001,2021-12-31,25,25295,Y,N,,Y,Y,N
119093722RR0001,2021-12-31,25,7179,Y,N,,N,N,N
881067037RR0001,2021-12-31,25,9283,N,N,,Y,N,N
832771331RR0001,2021-12-31,25,10831,N,N,,N,Y,N
814308656RR0001,2021-12-31,23,67062,N,N,,N,Y,N
759888928RR0001,2021-12-31,25,11446,N,N,,N,N,N
853127611RR0001,2021-12-31,25,,Y,N,,N,Y,N
118874148RR0001,2021-12-31,25,170514,Y,N,,N,N,N
886437599RR0001,2021-12-31,25,656178,Y,N,,N,N,N
118874148RR0002,2021-12-31,25,108627,Y,N,,N,N,N
818193278RR0001,2021-10-31,25,20400,N,N,,N,Y,N
845453448RR0001,2021-12-31,25,21076,Y,N,,N,N,N
108051111RR0001,2021-12-31,25,25000,Y,N,,N,N,N
816076244RR0001,2021-12-31,25,,Y,N,,N,N,N
861256410RR0001,2021-12-31,25,139122,Y,N,,Y,Y,Y
867757502RR0001,2021-12-31,25,3295904,Y,N,,N,N,N
856425780RR0001,2021-12-31,25,761436,N,N,,Y,Y,Y
805886876RR0001,2021-12-31,25,23350,Y,N,,N,Y,N
829450394RR0001,2021-12-31,25,44111,Y,N,,N,N,N
108122706RR0001,2021-12-31,25,62011,Y,N,,N,N,N
119122778RR0033,2021-12-31,25,500,N,N,,N,N,N
890169774RR0001,2021-12-31,25,21000,Y,N,,N,N,N
817847379RR0001,2021-12-31,25,,Y,N,,N,N,N
139871677RR0001,2021-12-31,25,64369,Y,N,,N,N,N
759678923RR0001,2021-12-31,25,6785,N,N,,N,Y,N
862480183RR0001,2021-12-31,25,122011,N,N,,N,Y,N
119219301RR0001,2021-12-31,25,262449,Y,N,,N,N,N
789983277RR0001,2021-05-31,25,4762,Y,N,,N,N,N
119125508RR0001,2021-12-31,25,13000,Y,N,,N,N,N
754474690RR0001,2021-12-31,25,60563,Y,N,,N,N,N
852812437RR0001,2021-12-31,25,13583,N,N,,Y,N,N
856613039RR0001,2021-12-31,25,941287,Y,N,,N,N,N
119016384RR0001,2021-12-31,25,3305,Y,N,,N,N,N
867509580RR0001,2021-12-31,25,12234,N,N,,Y,Y,N
856788203RR0001,2021-12-31,25,146050,N,N,,N,Y,Y
859802530RR0001,2021-12-31,25,8975,N,N,,N,N,N
892676867RR0001,2021-12-31,25,3225,N,N,,N,N,N
107784696RR0001,2021-12-31,25,4745,N,N,,N,N,N
871872511RR0001,2021-12-31,25,656663,Y,N,,N,Y,N
858156706RR0001,2021-12-31,23,,N,N,,Y,Y,N
875147829RR0001,2021-12-31,25,209067,Y,N,,Y,N,N
118795244RR0001,2021-12-31,25,334302,Y,N,,N,N,N
855749230RR0001,2021-12-31,25,22145,Y,N,,N,Y,N
131695082RR0001,2021-12-31,25,205588,Y,,,,,
130964786RR0001,2021-12-31,25,155707,N,N,,N,N,Y
119069854RR0001,2021-12-31,25,38463,Y,N,,N,N,N
806057493RR0001,2021-12-31,25,,Y,N,,N,N,N
878346766RR0001,2021-12-31,25,289705,Y,N,,N,N,N
864641816RR0001,2021-12-31,25,1956,N,N,,N,N,N
794818120RR0001,2021-12-31,25,63325,Y,N,,N,N,N
888175668RR0001,2021-12-31,25,93512,Y,N,,N,N,N
847301413RR0001,2021-12-31,25,54220,Y,N,,N,N,N
871852299RR0001,2021-12-31,25,263762,Y,N,,N,Y,N
867350043RR0001,2021-12-31,25,,Y,N,,N,N,N
844314161RR0001,2021-12-31,25,,Y,N,,N,Y,N
828095737RR0001,2021-12-31,25,446382,N,N,,Y,Y,N
777650326RR0001,2021-12-31,25,40270,Y,N,,Y,Y,N
892473323RR0001,2021-12-31,25,,Y,N,,N,Y,N
836849323RR0001,2021-12-31,25,88287,N,N,,Y,Y,Y
818241291RR0001,2021-12-31,25,9524,N,N,,N,Y,N
865136824RR0001,2021-12-31,25,155000,Y,N,,N,N,N
139462311RR0001,2021-12-31,25,28914,N,N,,N,Y,N
851230466RR0001,2021-12-31,25,153000,Y,N,,N,N,N
119200400RR0001,2021-12-31,25,4708,N,N,,N,N,N
748583937RR0001,2021-12-31,25,6197,Y,N,,N,N,N
118839224RR0001,2021-12-31,25,7168,N,N,,N,Y,N
830949665RR0001,2021-12-31,25,3600,N,N,,,Y,N
842287807RR0001,2021-12-31,25,37437,N,N,,N,N,N
119096444RR0001,2021-12-31,25,0,N,N,,N,N,N
828829135RR0001,2021-12-31,25,569131,Y,N,,N,Y,Y
891405813RR0001,2021-12-31,25,75392,Y,N,,Y,N,N
816537732RR0001,2021-12-31,25,24003,N,N,,Y,N,N
829195668RR0001,2021-12-31,25,6120,Y,N,,N,N,N
132278227RR0001,2021-12-31,25,225,N,N,,N,Y,Y
119122166RR0001,2021-12-31,25,,N,N,,N,N,N
737674523RR0001,2021-12-31,25,,N,,,,,
815450077RR0001,2021-12-31,25,65149,Y,N,,N,N,N
119233187RR0001,2021-12-31,25,3080,N,N,,N,N,N
118782630RR0011,2021-12-31,25,49785,Y,N,,Y,Y,N
107991721RR0004,2021-12-31,25,18480,N,N,,N,N,N
872106471RR0001,2021-12-31,25,5001,Y,N,,Y,Y,N
107393167RR0001,2021-12-31,25,26529,Y,N,,N,N,N
811160266RR0001,2021-12-31,25,389986,Y,N,,Y,Y,N
119091304RR0001,2021-12-31,25,,N,N,,N,Y,N
118923861RR0001,2021-12-31,25,70005,Y,N,,N,Y,N
133063859RR0001,2021-12-31,25,11605534,Y,N,,Y,N,N
866096084RR0001,2021-12-31,25,187176,N,N,,N,Y,N
856907688RR0001,2021-12-30,25,86908,N,N,,N,N,N
119093680RR0001,2021-12-31,25,,N,N,,N,N,N
890535347RR0001,2021-12-31,25,15057,Y,N,,N,N,N
119029122RR0001,2021-12-31,25,14325,N,N,,N,Y,Y
883133811RR0001,2021-12-31,25,47485,Y,N,,N,Y,N
896216207RR0001,2021-12-31,25,140839,Y,N,,Y,Y,N
887684553RR0001,2021-12-31,25,2898228,Y,N,,N,Y,N
889649562RR0001,2021-12-31,25,720,Y,N,,N,N,N
118785914RR0001,2021-12-31,25,4971658,Y,N,,N,N,N
833508237RR0001,2021-12-31,25,159814,Y,N,,N,Y,N
861720498RR0001,2021-12-31,25,,Y,N,,N,N,N
890451396RR0001,2021-12-31,25,54682,Y,N,,N,N,N
864612510RR0001,2021-12-31,25,72175,N,N,,N,N,N
119129427RR0001,2021-12-31,25,1179483,Y,N,,Y,Y,N
894945633RR0028,2021-12-31,25,6000,Y,N,,N,N,N
724980727RR0001,2021-12-31,25,2730,Y,N,,N,Y,N
899934343RR0001,2021-12-31,25,66381,Y,N,,N,N,N
119196418RR0001,2021-12-31,25,25250,Y,N,,N,N,N
119095743RR0001,2021-12-31,25,,Y,N,,N,Y,N
119120079RR0001,2021-12-31,25,1800,Y,N,,N,N,N
864691480RR0001,2021-12-31,25,12606,Y,N,,Y,Y,Y
826132474RR0001,2021-12-31,25,327232,Y,N,,N,Y,N
121461792RR0001,2021-12-31,25,386686,N,N,,N,N,N
119165678RR0001,2021-12-31,23,3456,Y,N,,N,Y,N
118781699RR0001,2021-12-31,25,91528,Y,N,,N,N,N
882797400RR0001,2021-12-31,25,880,N,N,,N,N,N
865405500RR0001,2021-12-31,25,438635,Y,,,N,Y,N
811611995RR0001,2021-12-31,25,8291,N,N,,N,Y,Y
829467398RR0001,2021-12-31,23,,N,N,,N,Y,N
118933688RR0001,2021-12-31,25,,Y,N,,N,N,N
132410671RR0464,2021-12-31,25,3000,Y,N,,N,N,N
866983356RR0001,2021-12-31,25,6433,Y,N,,N,N,N
826932444RR0001,2021-12-31,25,23835,N,N,,N,Y,N
107982456RR0001,2021-12-31,25,1662,N,N,,Y,N,N
810625947RR0001,2021-12-31,25,3365789,Y,N,,N,N,N
107353666RR0001,2021-12-31,25,1530,N,N,,N,N,N
818372682RR0001,2021-12-31,25,110537,N,N,,N,Y,Y
886334408RR0001,2021-12-31,25,1530482,N,N,,Y,Y,N
140560368RR0001,2021-12-31,25,6156,Y,N,,N,N,N
119254142RR0001,2021-12-31,25,704261,Y,N,,N,N,N
119095115RR0001,2021-12-31,25,11321,Y,N,,N,N,N
118893189RR0001,2021-12-31,25,40,N,N,,N,Y,N
867530297RR0001,2021-12-31,25,10000,N,N,,N,N,N
878494962RR0001,2021-12-31,25,2150,N,N,,Y,Y,N
898951660RR0001,2021-12-31,25,355883,Y,N,,N,N,N
719204919RR0001,2021-12-31,25,25626,N,N,,N,Y,N
850550195RR0001,2021-12-31,25,12236,N,N,,Y,Y,N
106792161RR0001,2021-12-31,25,356348,Y,N,,N,Y,Y
822460929RR0001,2021-12-31,25,26858,Y,N,,N,N,N
126805670RR0001,2021-12-31,25,65972,Y,N,,N,N,N
129907192RR0001,2021-12-31,25,18840,Y,N,,N,Y,N
125707323RR0001,2021-12-31,25,6874,Y,N,,Y,Y,N
130362593RR0001,2021-12-31,25,1619158,Y,N,,N,N,N
888994449RR0001,2021-12-31,25,133184,Y,N,,N,N,N
865313563RR0001,2021-12-31,25,28000,Y,N,,N,N,N
118926658RR0001,2021-12-31,25,85996,Y,N,,N,Y,N
119017614RR0001,2021-12-31,25,,Y,N,,N,Y,N
118925643RR0001,2021-12-31,25,500,N,N,,N,N,N
886637859RR0001,2021-12-31,25,0,N,N,,N,N,N
721116713RR0001,2021-12-31,25,153325,N,N,,Y,Y,N
825854276RR0001,2021-12-31,25,,N,N,,Y,Y,N
811131317RR0001,2021-12-31,25,20615,Y,N,,N,Y,N
768920118RR0001,2021-12-31,25,23483,Y,N,,N,Y,N
129863130RR0001,2021-12-31,25,39607,N,N,,N,N,N
817481575RR0001,2021-12-31,25,142905,N,N,,Y,Y,N
118903467RR0001,2021-12-31,25,3413744,Y,N,,Y,Y,Y
890350317RR0001,2021-12-31,25,35355,Y,N,,Y,N,N
106878275RR0001,2021-12-31,25,17601,Y,N,,N,N,N
889204061RR0001,2021-12-31,25,1911,N,N,,N,Y,N
823650882RR0001,2021-12-31,25,313379,Y,Y,17543,Y,Y,N
855102588RR0001,2021-12-31,25,31029,N,N,,N,Y,N
119032803RR0001,2021-12-31,25,116500,Y,N,,N,N,N
890851058RR0001,2021-12-31,25,253167,Y,N,,N,N,N
720124692RR0001,2021-12-31,25,,Y,N,,N,Y,N
892249970RR0001,2021-12-31,25,95529,N,N,,N,Y,N
119017721RR0001,2021-12-31,25,,N,N,,N,Y,N
118926625RR0001,2021-12-31,25,,N,N,,N,Y,N
119017630RR0001,2021-12-31,25,,N,N,,N,Y,N
119016426RR0001,2021-12-31,25,225909,N,N,,N,Y,N
808298178RR0001,2021-12-31,25,26516,N,N,,N,Y,Y
119020352RR0001,2021-12-31,25,284368,N,N,,N,N,N
819601527RR0001,2021-12-31,25,100,N,N,,N,Y,N
891101149RR0001,2021-12-31,25,14600,Y,N,,N,N,N
813643152RR0001,2021-12-31,25,8431,Y,N,,N,N,N
872089305RR0001,2021-12-31,25,7246,Y,N,,N,N,N
118825629RR0001,2021-12-31,25,25000,Y,N,,N,N,N
108000654RR0001,2021-12-31,25,38221,Y,N,,Y,N,N
106693047RR0020,2021-12-31,25,,N,N,,N,N,N
133628610RR0001,2021-12-31,25,,Y,N,,N,Y,N
133277061RR0001,2021-12-31,25,,N,N,,N,N,N
106693047RR0046,2021-12-31,25,,N,N,,N,Y,N
857459671RR0001,2021-10-31,25,1000,N,N,,N,Y,N
828531640RR0001,2021-12-31,25,79990,N,N,,Y,Y,N
107387664RR0001,2021-12-31,25,87163,N,N,,N,N,N
107396905RR0002,2021-12-31,25,199241,Y,N,,N,N,N
