BN,FPE,Form ID,200,210,220,230,240,250,260
803509694RR0001,2021-12-31,25,21389,Y,N,,N,N,N
866678717RR0001,2021-12-31,25,69558,N,N,,N,Y,N
859501371RR0001,2021-12-31,25,81095,Y,N,,N,N,N
899377824RR0001,2021-12-31,25,450141,Y,N,,Y,Y,N
130655525RR0001,2021-12-31,25,,Y,N,,N,N,N
861813913RR0001,2021-12-31,25,,N,N,,N,N,N
810758896RR0001,2021-12-31,25,175798,Y,N,,Y,N,N
858398373RR0001,2021-12-31,25,340702,Y,N,,Y,Y,N
889870663RR0001,2021-12-31,25,71821,N,N,,N,Y,N
107664062RR0001,2021-12-31,25,8170,N,N,,N,N,N
119211746RR0001,2021-12-31,25,55920,Y,N,,N,N,N
863108379RR0001,2021-12-31,25,28964,Y,N,,N,N,N
119307122RR0001,2021-12-31,25,,Y,N,,N,N,N
108071481RR0001,2021-12-31,25,142781,Y,N,,Y,Y,N
844838391RR0001,2021-12-31,25,702576,Y,N,,N,N,N
849438510RR0001,2021-12-31,25,11773,N,N,,N,Y,N
118784834RR0001,2021-12-31,25,100000,Y,N,,N,N,N
108102054RR0001,2021-12-31,25,79803,Y,N,,N,N,N
873010623RR0001,2021-12-31,25,16315,N,N,,N,Y,N
880163720RR0001,2021-12-31,25,78278,Y,N,,N,N,N
747449726RR0001,2021-12-31,25,18981,Y,N,,N,N,N
768891137RR0001,2021-12-31,25,965889,Y,N,,N,N,N
131820086RR0001,2021-12-31,25,152680,Y,N,,N,Y,N
107536021RR0001,2021-12-31,25,18153,N,N,,N,Y,N
107519415RR0001,2021-12-31,25,23656,N,N,,Y,Y,N
863326468RR0001,2021-12-31,25,126229,Y,N,,Y,Y,N
890675622RR0001,2021-12-31,25,69167,Y,N,,N,Y,N
807598578RR0001,2021-12-31,25,25148,Y,N,,N,N,N
804194751RR0001,2021-12-31,25,45641,N,N,,N,Y,N
898862073RR0001,2021-12-31,25,62378,Y,N,,Y,N,N
119027878RR0001,2021-12-31,25,218830,N,N,,N,N,N
833896152RR0001,2021-12-31,25,54791,N,N,,N,Y,N
871827044RR0001,2021-12-31,25,25938,N,N,,N,Y,N
856511373RR0001,2021-12-31,25,2337,Y,N,,N,N,N
832186696RR0001,2021-12-31,25,1000,N,N,,N,N,N
858021967RR0001,2021-12-31,25,40739,Y,N,,N,N,N
847418100RR0001,2021-12-31,25,8250,N,N,,N,Y,N
119017846RR0001,2021-12-31,25,,N,N,,N,N,N
119016582RR0001,2021-12-31,25,,N,N,,N,Y,N
119194314RR0002,2021-12-31,25,20000,Y,N,,N,N,N
830557831RR0001,2021-12-31,25,167208,Y,N,,N,Y,N
107305146RR0001,2021-12-31,25,,N,N,,N,N,N
891590929RR0001,2021-12-31,25,7430,Y,N,,N,Y,N
795062124RR0001,2021-12-31,25,65535,N,N,,Y,Y,Y
118919497RR0001,2021-12-31,25,0,N,N,,N,N,N
894313998RR0001,2021-12-31,25,1451727,Y,N,,Y,Y,Y
832107551RR0001,2021-12-31,25,115130,N,,,N,N,N
107481061RR0001,2021-12-31,25,,N,N,,N,Y,N
803468834RR0001,2021-12-31,25,29701,,N,,N,N,N
855070728RR0001,2021-12-31,25,,Y,,,,,
823776943RR0001,2021-12-31,25,45604,Y,N,,N,Y,N
860491190RR0001,2021-12-31,24,120080,Y,N,,N,Y,Y
108228552RR0001,2021-12-31,25,24140,N,N,,N,Y,N
816282248RR0001,2021-12-31,25,17000,Y,N,,N,Y,N
848384525RR0001,2021-12-31,25,1281,Y,N,,N,N,N
125437160RR0001,2021-12-31,25,12763,Y,N,,N,N,N
119245553RR0001,2021-12-31,25,49987,N,N,,N,Y,N
891514044RR0001,2021-12-31,25,156261,Y,N,,N,N,N
755566296RR0001,2021-12-31,25,10383,N,N,,N,Y,N
888505195RR0001,2021-12-31,25,4096,Y,N,,N,N,N
802770313RR0001,2021-12-31,25,9622,Y,N,,N,N,N
890024995RR0001,2021-12-31,25,90000,Y,N,,N,Y,N
817928070RR0001,2021-12-31,25,45899,Y,N,,N,N,N
861720092RR0001,2021-12-31,25,81790,N,N,,N,Y,Y
891070625RR0002,2021-12-31,25,1825011,Y,N,,N,Y,N
890783178RR0001,2021-12-31,25,284858,Y,N,,N,N,N
870677408RR0001,2021-12-31,25,,N,N,,N,N,N
859964942RR0001,2021-12-31,25,6315343,N,N,,N,N,N
100193457RR0001,2021-12-31,25,,Y,N,,N,N,N
863220034RR0001,2021-12-31,25,56417,N,N,,N,Y,N
809694276RR0001,2021-12-31,25,264214,Y,N,,N,Y,Y
886394162RR0001,2021-12-31,25,267979,Y,N,,Y,Y,N
886403963RR0001,2021-12-31,25,298585,Y,N,,N,N,N
891303943RR0001,2021-12-31,25,,N,N,,N,Y,N
872920723RR0001,2021-12-31,25,144958,Y,N,,Y,Y,N
119266898RR0001,2021-12-31,25,13436,Y,N,,N,N,N
805577939RR0001,2021-12-31,25,61866,Y,N,,N,N,N
129943072RR0001,2021-12-31,25,1553334,Y,N,,Y,Y,N
725260491RR0001,2021-12-31,25,,N,N,,Y,Y,N
118952423RR0001,2021-12-31,24,,Y,N,,N,N,N
118970821RR0001,2021-12-31,25,2000,N,N,,N,Y,N
721108322RR0001,2021-12-31,25,50232,Y,N,,N,Y,Y
132787730RR0001,2021-12-31,25,3101756,Y,N,,Y,N,N
892607086RR0001,2021-12-31,25,13985,Y,N,,N,Y,N
833612047RR0001,2021-12-31,25,9063,Y,N,,N,Y,N
118933399RR0001,2021-12-31,25,103208,Y,N,,N,Y,N
891223398RR0001,2021-12-31,23,,Y,N,,N,N,N
892545344RR0001,2021-12-31,23,5084,,N,,N,Y,N
890014541RR0001,2021-12-31,25,554863,Y,N,,N,N,N
891250771RR0001,2021-12-31,25,2246,N,N,,N,N,Y
859501975RR0001,2021-12-31,25,121945,Y,N,,N,N,N
125113910RR0001,2021-12-31,25,190800,Y,N,,N,N,N
792298119RR0001,2021-12-31,25,33000,Y,N,,N,N,N
819865387RR0001,2021-12-31,25,389,Y,N,,N,N,N
811438969RR0001,2021-12-31,25,36193,Y,N,,Y,Y,N
848454161RR0001,2021-12-31,25,,N,N,,N,N,N
107274235RR0001,2021-12-31,25,1964,Y,N,,N,N,N
758541536RR0001,2021-12-31,25,56465,N,N,,N,Y,N
119244952RR0001,2021-12-31,25,171943,Y,N,,N,N,Y
748848082RR0001,2021-12-31,25,5502,Y,N,,N,Y,N
137076659RR0001,2021-12-31,25,19290,Y,N,,N,N,N
802127555RR0001,2021-12-31,25,,N,N,,N,Y,N
872434733RR0001,2021-12-31,25,3766,Y,N,,N,N,N
752083725RR0001,2021-12-31,25,276005,Y,N,,Y,N,N
834418329RR0001,2021-12-31,25,64720,Y,N,,Y,N,N
896616455RR0001,2021-12-31,25,9650,Y,N,,N,Y,N
853651446RR0001,2021-12-31,25,54738,Y,N,,N,N,N
808827687RR0001,2021-12-31,25,2963,N,N,,N,Y,N
860651736RR0001,2021-12-31,25,18000,Y,N,,N,Y,N
831502059RR0001,2021-12-31,25,137469,Y,N,,N,Y,N
884296302RR0001,2021-12-31,25,,N,N,,N,N,N
886633320RR0001,2021-12-31,25,6000,N,N,,N,N,N
119037760RR0001,2021-12-31,25,1965712,Y,N,,N,N,N
840512909RR0001,2021-12-31,25,,N,N,,N,N,N
876304676RR0001,2021-12-31,25,167082,Y,N,,Y,Y,N
101836401RR0001,2021-12-31,25,20000,Y,N,,N,N,N
119023133RR0001,2021-12-31,25,179819,N,N,,N,N,N
118941285RR0001,2021-12-31,25,20667,Y,N,,N,N,N
849849161RR0001,2021-12-31,25,5011,N,N,,N,Y,N
835703166RR0001,2021-12-31,25,30100,N,N,,N,Y,N
130331168RR0001,2021-12-31,25,,N,N,,N,N,N
891098840RR0001,2021-12-31,25,4236,Y,N,,N,N,N
783908312RR0001,2021-12-31,25,35100,Y,N,,N,N,N
107910259RR0001,2021-12-31,25,3061071,Y,N,,N,N,N
847156080RR0001,2021-12-31,25,36147,N,N,,N,Y,N
119126282RR0001,2021-12-31,25,22174,Y,N,,N,N,N
869341206RR0001,2021-12-31,25,15090,Y,N,,N,N,N
891413643RR0001,2021-12-31,25,213297,N,N,,N,Y,Y
119056273RR0001,2021-12-31,25,57176,N,N,,Y,Y,N
813902467RR0001,2021-12-31,25,43257,N,N,,N,N,
851226498RR0001,2021-12-31,25,4187,N,N,,N,Y,N
860025055RR0001,2021-12-31,25,34339,Y,N,,N,N,N
829946037RR0001,2021-12-31,25,,Y,N,,N,N,N
108091265RR0001,2021-12-31,25,106352,N,N,,Y,N,N
887140689RR0001,2021-12-31,25,398773,Y,N,,N,N,Y
888757721RR0001,2021-12-31,25,12985,N,N,,N,N,N
863586616RR0001,2021-12-31,25,25428,Y,N,,Y,N,N
858653975RR0001,2021-12-31,25,,Y,N,,N,N,N
813554318RR0001,2021-12-31,25,1079281,Y,N,,Y,N,N
889724761RR0001,2021-12-31,25,51285,N,N,,N,N,N
890214570RR0001,2021-12-31,25,,Y,N,,N,N,N
888058864RR0001,2021-12-31,25,29732,Y,N,,N,N,N
865982573RR0001,2021-12-31,25,1563793,Y,N,,N,N,N
861864122RR0001,2021-12-31,25,83109,Y,N,,N,Y,N
106830342RR0001,2021-12-31,25,7980,Y,N,,N,N,N
118841584RR0001,2021-12-31,25,127825,Y,N,,N,N,N
815788476RR0001,2021-12-31,25,58446,N,N,,N,Y,N
885411249RR0001,2021-12-31,25,2012128,Y,,,,,
801863929RR0001,2021-12-31,25,150351,N,N,,N,N,N
733605117RR0001,2021-12-31,25,1953,N,N,,N,Y,N
789926516RR0001,2021-12-31,25,24500,Y,N,,N,Y,N
868967928RR0001,2021-12-31,25,338643,Y,N,,N,N,N
815113295RR0001,2021-12-31,25,333313,N,N,,N,Y,N
777897521RR0001,2021-12-31,25,,,,,,,Y
719896482RR0001,2021-12-31,25,1156,N,N,,N,Y,N
835687351RR0001,2021-12-31,25,4568,N,N,,Y,Y,N
841390859RR0001,2021-12-31,25,46565,Y,N,,N,Y,N
708211321RR0001,2021-12-31,25,20771,N,N,,N,Y,Y
886370998RR0001,2021-12-31,25,5599,N,N,,N,Y,N
131219578RR0001,2021-12-31,25,0,N,N,,N,N,N
759192925RR0001,2021-12-31,25,120875,Y,N,,N,Y,N
118940097RR0001,2021-12-31,25,2945,Y,N,,N,N,Y
777808122RR0001,2021-12-31,25,58905,Y,N,,N,N,N
828087932RR0001,2021-12-31,25,109401,N,N,,N,N,N
130511561RR0001,2021-12-31,25,226104,Y,N,,N,Y,N
850189887RR0001,2021-12-31,25,4246,Y,N,,N,N,N
870573920RR0001,2021-12-31,25,295221,Y,N,,N,Y,N
119091031RR0001,2021-12-31,25,1233188,Y,N,,Y,Y,N
835486853RR0001,2021-12-31,25,137160,Y,N,,N,Y,N
106994437RR0001,2021-12-31,25,,N,N,,N,N,N
841829328RR0001,2021-12-31,25,6362,N,N,,N,Y,N
891659773RR0001,2021-12-31,25,26250,Y,N,,N,N,N
738315316RR0001,2021-12-31,25,,N,,,,,
119097301RR0001,2021-12-31,25,7798,N,N,,N,N,N
799947338RR0001,2021-12-31,25,2165,N,N,,N,Y,Y
873006829RR0001,2021-12-31,25,438299,Y,Y,360184,Y,N,N
709449326RR0001,2021-12-31,25,54027,Y,N,,N,Y,N
776347890RR0001,2021-12-31,25,121933,N,N,,N,Y,N
827890567RR0001,2021-12-31,25,,,,,,,
131376238RR0001,2021-12-31,25,28700,N,N,,N,Y,N
847133907RR0001,2021-12-31,25,248571,Y,N,,N,N,N
867309643RR0001,2021-12-31,25,5942,Y,N,,N,N,N
854016235RR0001,2021-12-31,25,374857,Y,N,,N,N,N
890877772RR0001,2021-12-31,25,9600,N,N,,N,N,N
790254122RR0001,2021-12-31,25,,,N,,N,N,N
118947282RR0001,2021-12-31,25,434229,Y,N,,N,N,N
804070324RR0001,2021-12-31,25,,N,,,,,
870459070RR0001,2021-12-31,25,,N,N,,N,N,N
118982487RR0001,2021-12-31,25,4800,Y,N,,N,N,N
118805506RR0001,2021-12-31,25,61685,N,N,,,,N
851917377RR0001,2021-12-31,25,,N,N,,N,Y,N
854253507RR0001,2021-12-31,25,82856,Y,N,,Y,Y,N
873218663RR0001,2021-12-31,25,,N,,,,,
870871779RR0001,2021-12-31,25,9172,N,N,,N,N,N
863059333RR0001,2021-12-31,25,117522,N,N,,Y,N,N
119274165RR0001,2021-12-31,25,4066,Y,N,,N,N,Y
864985726RR0001,2021-12-31,25,24500,Y,N,,N,N,N
817370851RR0001,2021-12-31,25,,,N,,N,Y,N
817007024RR0001,2021-12-31,25,84439,N,N,,N,Y,N
875212912RR0001,2021-12-31,25,210020,Y,N,,N,N,N
729699496RR0001,2021-12-31,25,3029,Y,N,,N,N,N
726394695RR0001,2021-12-31,25,25572,N,N,,N,N,N
885198978RR0001,2021-12-31,25,42938,N,N,,N,Y,Y
844480467RR0001,2021-12-31,25,53135,Y,N,,N,N,N
878776947RR0001,2021-12-31,25,156297,N,N,,N,Y,N
880159157RR0001,2021-12-31,23,,N,N,,N,N,N
883549016RR0001,2021-12-31,23,,Y,N,,N,Y,Y
889302006RR0001,2021-12-31,23,728118,N,N,,N,Y,N
812394849RR0001,2021-12-31,25,,N,N,,N,Y,Y
837459932RR0001,2021-12-31,25,43000,Y,N,,N,N,N
119277424RR0001,2021-12-31,25,520,Y,,,,,
859914798RR0001,2021-12-31,25,48289,Y,N,,N,N,N
718814932RR0001,2021-12-31,25,381920,Y,N,,N,Y,N
866150816RR0001,2021-12-31,25,88912,N,N,,N,Y,N
118788231RR0002,2021-12-31,25,14000,N,N,,N,N,N
744745316RR0001,2021-12-31,25,3645,Y,N,,N,Y,N
118953983RR0001,2021-12-31,25,952075,Y,N,,N,N,Y
874837602RR0001,2021-12-31,25,67811,,N,,N,Y,N
107409765RR0001,2021-12-31,25,99716,N,N,,Y,N,N
857168538RR0001,2021-12-31,25,8339,Y,N,,N,N,N
856685854RR0001,2021-12-31,25,,Y,N,,N,N,N
815547971RR0001,2021-12-31,25,10693,Y,N,,N,N,N
881987705RR0001,2021-12-31,25,12250,Y,N,,N,N,N
790379697RR0002,2021-12-31,25,,,N,,N,Y,N
873952501RR0001,2021-12-31,24,2592,Y,N,,N,N,Y
777968124RR0001,2021-12-31,25,38022,Y,N,,N,N,N
106967649RR0001,2021-12-31,25,,N,N,,N,N,N
890441009RR0001,2021-12-31,25,76778,Y,N,,N,Y,N
872432000RR0001,2021-12-31,25,,N,N,,N,N,N
893238899RR0001,2021-12-31,25,,N,N,,N,N,N
805814316RR0001,2021-12-31,25,,N,N,,N,Y,N
859672792RR0001,2021-12-31,25,1896061,Y,N,,N,N,N
833497480RR0001,2021-12-31,25,16839,Y,N,,N,N,N
118832583RR0001,2021-12-31,25,364023,Y,N,,N,N,N
864275037RR0001,2021-12-31,25,115,Y,N,,N,N,N
836848929RR0001,2021-12-31,25,222396,Y,N,,N,Y,N
863589651RR0001,2021-12-31,25,113400,N,N,,N,Y,N
867186546RR0001,2021-12-31,25,69764,Y,N,,Y,Y,N
108140393RR0001,2021-12-31,25,12647,N,N,,N,N,N
889697363RR0001,2021-12-31,25,18000,Y,N,,N,N,N
869500173RR0001,2021-12-31,25,396060,Y,N,,Y,Y,N
837310200RR0001,2021-12-31,25,6000,Y,N,,N,N,N
890804651RR0001,2021-12-31,25,11800,Y,N,,N,Y,N
889322244RR0001,2021-12-31,25,38160,Y,N,,N,N,N
864059340RR0001,2021-10-30,25,11080,Y,N,,N,Y,N
859512493RR0001,2021-12-31,25,62537,Y,N,,N,N,N
812741981RR0001,2021-12-31,23,,N,N,,N,Y,Y
827264995RR0001,2021-12-31,25,,Y,N,,N,N,N
877017418RR0001,2021-12-31,25,19880,Y,N,,N,N,N
882759624RR0001,2021-12-31,25,3740,Y,N,,N,Y,N
850171000RR0001,2021-12-31,24,107773,Y,N,,N,N,N
708181284RR0001,2021-12-31,25,62291,N,N,,N,N,N
119117588RR0001,2021-12-31,25,15500,N,N,,N,N,N
119087005RR0001,2021-12-31,25,2009,N,N,,N,Y,N
118860618RR0001,2021-12-31,25,5825,Y,N,,N,N,N
842133480RR0001,2021-12-31,25,399391,Y,N,,N,N,N
764297313RR0001,2021-12-31,25,15000,N,N,,N,N,N
867129942RR0001,2021-12-31,25,313375,Y,N,,N,N,N
890332448RR0001,2021-12-31,25,7000,Y,,,,,
893719484RR0001,2021-12-31,25,,Y,N,,N,N,N
723507497RR0001,2021-12-31,25,2612,Y,N,,N,N,N
891236747RR0001,2021-12-31,25,12835,N,N,,N,N,N
890993884RR0001,2021-12-31,25,25811637,Y,N,,Y,Y,N
107409757RR0001,2021-12-31,25,9250,Y,N,,N,N,N
839337912RR0001,2021-12-31,25,102867,Y,N,,N,N,N
118836246RR0001,2021-12-31,25,1154270,Y,N,,N,N,N
108228362RR0001,2021-12-31,25,19176,N,N,,N,N,N
830508354RR0001,2021-12-31,25,131483,Y,N,,N,N,N
814623302RR0001,2021-12-31,25,189195,Y,,,,,
892267048RR0001,2021-12-31,25,,N,N,,N,N,N
888928462RR0001,2021-12-31,25,20,Y,N,,N,N,N
846790954RR0001,2021-12-31,25,336494,Y,N,,N,N,N
888707593RR0001,2021-12-31,23,5312,Y,,,,,
889228870RR0001,2021-12-31,23,3600,Y,N,,N,N,N
834266744RR0001,2021-12-31,25,20126,Y,N,,N,N,N
871186409RR0001,2021-12-31,25,184042,Y,N,,N,Y,N
834858573RR0001,2021-12-31,25,29575,Y,N,,N,Y,
119021152RR0001,2021-12-31,25,9200,N,N,,N,N,N
894225432RR0001,2021-12-31,25,1640,N,N,,N,N,N
128841517RR0001,2021-12-31,25,1894,N,N,,N,N,N
119268589RR0001,2021-12-31,25,,Y,N,,N,N,N
129884185RR0001,2021-12-31,25,333598,Y,N,,N,N,N
862267788RR0001,2021-12-31,25,68658,Y,N,,N,Y,N
104911235RR0001,2021-12-31,25,868390,N,N,,Y,Y,N
874266943RR0001,2021-12-31,25,,N,N,,Y,N,N
119281723RR0001,2021-12-31,25,,Y,N,,N,Y,N
889976718RR0001,2021-02-28,25,842649,N,N,,Y,Y,N
786849299RR0001,2021-12-31,23,,N,N,,Y,N,N
894659267RR0001,2021-12-31,25,8000,Y,N,,N,Y,N
107373508RR0001,2021-12-31,25,,N,N,,N,Y,N
108222076RR0001,2021-12-31,25,,N,N,,N,N,N
853355071RR0001,2021-12-31,25,59873,N,N,,N,N,N
817874548RR0001,2021-12-31,25,84740,Y,N,,Y,N,N
832009237RR0001,2021-12-31,25,42261,N,,,,,
869541540RR0001,2021-12-31,25,30678,N,N,,Y,N,N
860397090RR0001,2021-12-31,25,,N,N,,N,N,N
813976479RR0001,2021-12-31,25,7555,N,N,,N,Y,Y
855473864RR0001,2021-12-31,25,1466595,N,N,,N,N,N
829299528RR0001,2021-12-31,25,17443,N,N,,N,Y,N
107396905RR0079,2021-12-31,25,,Y,N,,N,Y,N
844988659RR0001,2021-12-31,25,9467635,Y,N,,Y,N,N
891148785RR0001,2021-12-31,25,33888,Y,N,,Y,Y,N
808903447RR0001,2021-07-01,25,49230,N,N,,Y,Y,Y
890734015RR0001,2021-10-31,23,,Y,N,,N,N,N
107383747RR0001,2021-12-31,25,244612,Y,N,,Y,N,N
118942614RR0001,2021-12-31,25,672301,Y,N,,N,N,N
893675520RR0001,2021-12-31,25,10400,Y,,,,,
107575706RR0001,2021-12-31,25,820,N,N,,N,N,N
796342723RR0001,2021-12-31,25,136549,Y,N,,N,Y,N
885852707RR0001,2021-12-31,25,98798,N,N,,Y,Y,N
818711897RR0001,2021-12-31,25,,Y,N,,N,Y,N
849767264RR0001,2021-12-31,25,2042,N,N,,N,Y,N
118784222RR0001,2021-12-31,25,,N,N,,N,N,N
893360768RR0001,2021-12-31,25,108046,Y,N,,N,N,N
811587112RR0001,2021-12-31,25,27220,Y,N,,N,N,N
816563688RR0001,2021-12-31,25,14458,N,N,,N,N,N
787244946RR0001,2021-12-31,25,1285,Y,N,,N,N,N
828885764RR0001,2021-12-31,25,115240,Y,N,,N,Y,N
847428901RR0001,2021-12-31,25,31300,N,N,,N,Y,N
853084275RR0001,2021-12-31,25,19466,Y,N,,N,N,N
863954897RR0001,2021-12-31,25,26009,Y,N,,N,N,N
108079773RR0001,2021-12-31,24,6567,Y,N,,N,Y,N
701615494RR0001,2021-12-31,25,13836,Y,N,,N,Y,Y
859362840RR0001,2021-12-31,25,82456,Y,N,,N,N,
118958164RR0001,2021-12-31,25,,Y,N,,N,N,N
891822249RR0001,2021-12-31,25,135571,N,Y,135571,N,N,N
125594697RR0001,2021-12-31,25,3611862,N,N,,Y,Y,N
818222275RR0001,2021-12-31,25,801494,Y,N,,Y,Y,N
134667039RR0001,2021-12-31,25,,Y,N,,Y,Y,N
808422307RR0001,2021-12-31,25,6734,N,N,,N,Y,N
861108371RR0001,2021-12-31,25,16801,N,N,,N,Y,N
856803978RR0001,2021-12-31,25,,N,,,,,
107304727RR0001,2021-12-31,25,139770,N,N,,N,Y,N
847107950RR0001,2021-12-31,25,3000,Y,N,,N,Y,N
750174898RR0001,2021-12-31,25,,N,N,,N,Y,N
119068955RR0001,2021-12-31,25,2395464,Y,N,,Y,N,N
898788435RR0001,2021-08-31,25,70873,Y,N,,N,N,N
785354135RR0001,2021-12-31,25,20248,Y,N,,N,Y,Y
889280103RR0001,2021-12-31,25,141713,N,N,,Y,N,N
820077592RR0001,2021-12-31,25,52619,N,N,,,Y,Y
833170962RR0001,2021-12-31,25,12700,Y,,,,,
829476654RR0001,2021-12-31,25,6200,Y,N,,N,N,N
812778702RR0001,2021-12-31,25,241356,Y,N,,N,Y,N
857030340RR0001,2021-12-31,25,1656,Y,N,,N,N,N
840847008RR0001,2021-12-31,25,,N,N,,N,Y,N
760970111RR0001,2021-12-31,25,85031,N,N,,Y,Y,N
821175270RR0001,2021-12-31,25,27538,N,N,,N,Y,N
859930364RR0001,2021-12-31,25,13893,N,N,,Y,Y,N
835895475RR0001,2021-12-31,25,6994754,Y,N,,Y,Y,N
118950484RR0001,2021-12-31,25,,Y,N,,N,N,N
811578186RR0001,2021-12-31,25,6000,Y,N,,N,Y,N
139741177RR0001,2021-12-31,25,4356,Y,N,,N,Y,N
889147401RR0001,2021-12-31,25,11993161,N,Y,10655799,N,N,N
815466149RR0001,2021-12-31,23,,N,N,,N,N,N
852490200RR0001,2021-12-31,25,131923,N,N,,Y,Y,N
807766589RR0001,2021-12-31,25,56279,Y,N,,N,N,N
108186115RR0001,2021-12-31,25,299516,Y,N,,N,Y,N
835416892RR0001,2021-12-31,25,115391,N,N,,N,Y,N
890275175RR0001,2021-12-31,25,300,N,N,,Y,Y,N
805911518RR0001,2021-12-31,25,118082,Y,N,,N,N,N
834489288RR0001,2021-12-31,25,7310,N,N,,N,Y,N
891350274RR0001,2021-12-31,25,5720,N,N,,N,N,N
887174613RR0001,2021-12-31,25,87400,N,N,,N,N,N
800566549RR0001,2021-12-31,25,33382,Y,N,,N,N,N
119223592RR0001,2021-12-31,25,6048,N,N,,N,N,N
856498837RR0001,2021-12-31,25,63230,Y,N,,N,N,N
839860244RR0001,2021-02-11,25,13447,Y,N,,N,Y,N
842761371RR0001,2021-12-31,25,,N,N,,N,Y,N
127250181RR0001,2021-12-31,25,,N,N,,N,N,N
829673474RR0001,2021-12-31,25,46807,Y,N,,N,N,N
808718829RR0001,2021-12-31,25,25167,N,N,,N,Y,N
803710946RR0001,2021-12-31,25,7452,Y,N,,N,N,N
809655038RR0001,2021-12-31,25,308375,Y,N,,N,N,N
131081515RR0001,2021-12-31,25,,N,N,,N,Y,N
712638899RR0001,2021-12-31,25,85669,Y,N,,N,N,N
847587854RR0001,2021-12-31,25,,N,N,,N,N,N
892206442RR0001,2021-12-31,25,,N,N,,N,N,N
851423632RR0001,2021-12-31,25,,N,N,,N,N,N
849829619RR0001,2021-12-31,25,39710,Y,N,,N,N,N
787297290RR0001,2021-12-31,25,31500,Y,N,,N,N,N
792358285RR0001,2021-12-31,25,7405,N,N,,N,Y,N
809921992RR0001,2021-12-31,25,474277,Y,N,,Y,Y,N
843784364RR0001,2021-12-31,25,175196,Y,,,,,
833394000RR0001,2021-12-31,25,3985,Y,N,,N,N,N
891494767RR0001,2021-12-31,25,5500,N,N,,N,N,N
864326814RR0001,2021-04-30,25,234855,Y,N,,Y,N,Y
119009983RR0001,2021-12-31,25,60000,Y,N,,Y,N,N
107379885RR0001,2021-12-31,25,,Y,N,,N,N,N
132994245RR0001,2021-12-31,25,,Y,N,,N,N,N
834864035RR0001,2021-12-31,25,163347,Y,N,,Y,Y,N
891209546RR0001,2021-12-31,25,684955,Y,N,,N,Y,N
889966867RR0001,2021-12-31,25,4003443,Y,N,,N,N,N
820670354RR0001,2021-12-31,25,45861,N,N,,N,Y,N
860916774RR0001,2021-12-31,25,1539,Y,N,,N,N,N
118832542RR0001,2021-12-31,25,4821720,Y,N,,N,N,N
865728646RR0001,2021-12-31,25,3270,Y,N,,N,N,N
732731294RR0001,2021-12-31,25,88377,Y,N,,N,N,N
782546535RR0001,2021-12-31,25,15990,Y,N,,N,N,N
119206415RR0001,2021-12-31,25,12100,Y,N,,N,N,N
118964147RR0001,2021-12-31,25,72154,N,N,,Y,N,N
844208017RR0001,2021-12-31,25,62454,N,N,,N,Y,N
821425899RR0001,2021-12-31,25,11733,N,N,,N,Y,N
807701230RR0001,2021-12-31,25,239168,N,N,,N,N,N
751991720RR0001,2021-12-31,25,150000,Y,N,,N,N,N
862497807RR0001,2021-12-31,25,95192,N,N,,N,Y,Y
856375563RR0001,2021-12-31,25,,Y,N,,N,Y,N
118860667RR0001,2021-12-31,25,74550,Y,N,,N,Y,N
888426475RR0001,2021-12-31,25,54807,Y,N,,N,N,N
857317259RR0001,2021-12-31,25,466856,Y,N,,N,Y,N
835704669RR0001,2021-12-31,25,0,N,N,,N,N,N
132743527RR0001,2021-12-31,25,,N,N,,N,N,N
119208023RR0001,2021-12-31,25,,N,N,,N,N,N
845870542RR0001,2021-12-31,25,27447,Y,N,,N,N,N
888183811RR0001,2021-12-31,25,843527,N,N,,N,Y,N
119023919RR0001,2021-12-31,25,123000,Y,N,,N,Y,N
803789064RR0001,2021-12-31,25,306000,Y,N,,N,N,N
766404685RR0001,2021-12-31,25,,N,N,,N,N,N
812139905RR0001,2021-12-31,25,8945,Y,N,,N,N,N
867003857RR0001,2021-12-31,25,414322,Y,N,,N,Y,N
119305936RR0001,2021-12-31,25,48000,N,N,,Y,N,N
819624701RR0001,2021-12-31,25,56953,Y,N,,N,N,N
107801458RR0001,2021-12-31,25,72040,Y,N,,Y,N,N
837694926RR0001,2021-12-31,25,3612004,Y,Y,255290,N,Y,N
829000181RR0001,2021-12-31,24,166788,Y,N,,N,N,N
843488503RR0001,2021-12-31,25,,Y,N,,N,N,N
124461054RR0001,2021-12-31,25,278277,N,N,,N,N,N
793273087RR0001,2021-12-31,25,5710,Y,N,,N,N,N
834894198RR0001,2021-08-31,25,9373,N,N,,N,Y,N
825152937RR0001,2021-12-31,25,206383,N,N,,Y,N,N
893238162RR0001,2021-12-31,25,93616,Y,N,,N,N,N
895647055RR0001,2021-12-31,25,5145185,Y,N,,Y,N,N
861373306RR0001,2021-12-31,25,400185,N,N,,Y,N,N
805256583RR0001,2021-12-31,25,2000,Y,N,,N,Y,N
888138443RR0001,2021-12-31,25,8690,Y,N,,N,N,N
130069164RR0001,2021-12-31,25,5763,N,N,,N,Y,N
814969945RR0001,2021-12-31,25,146872,Y,N,,N,N,N
703227322RR0001,2021-12-31,25,3118780,Y,N,,N,N,N
771545290RR0001,2021-12-31,25,94574,N,N,,N,N,N
749425070RR0001,2021-12-31,25,24621,Y,N,,N,N,N
832875702RR0001,2021-12-31,25,7426,N,N,,N,Y,N
