BN,FPE,Form ID,100,110,120,130
894258854RR0001,2021-12-31,24,,,,
817929912RR0001,2021-12-31,25,,,,
889699211RR0001,2021-12-31,25,,,,
118998376RR0001,2021-12-31,25,,,,
118795111RR0001,2021-12-31,25,,,,
135264323RR0001,2021-12-31,23,,,,
888812484RR0001,2021-12-31,25,,,,
118993989RR0001,2021-12-31,25,,,,
825610637RR0001,2021-12-31,25,,,,
847995032RR0001,2021-12-31,25,,,,
119271013RR0001,2021-12-31,25,,,,
806225462RR0001,2021-11-30,25,,,,
892138041RR0001,2021-12-31,25,,,,
809315229RR0001,2021-11-30,25,,,,
107797383RR0097,2021-12-31,25,,,,
846124907RR0001,2021-12-31,25,,,,
860803394RR0001,2021-12-31,25,,,,
119151207RR0001,2021-12-31,25,,,,
140962606RR0001,2021-12-31,25,,,,
107361883RR0001,2021-12-31,25,,,,
129846911RR0001,2021-12-31,25,,,,
118994482RR0001,2021-12-31,25,,,,
844663021RR0001,2021-12-31,23,,,,
872976840RR0001,2021-12-31,25,,,,
135439099RR0001,2021-12-31,25,,,,
864170311RR0001,2021-12-31,25,,,,
107369613RR0001,2021-12-31,25,,,,
889147880RR0001,2021-12-31,25,,,,
118908532RR0001,2021-12-31,25,,,,
715539714RR0001,2021-12-31,25,N,N,N,N
107983256RR0001,2021-12-31,25,,,,
873399067RR0001,2021-12-31,25,,,,
118925726RR0001,2021-12-31,25,,,,
119017796RR0001,2021-12-31,25,,,,
888604592RR0001,2021-12-31,25,,,,
131797771RR0001,2021-12-31,25,,,,
824461925RR0001,2021-12-31,25,,,,
890304272RR0001,2021-12-31,25,,,,
118910306RR0001,2021-12-31,25,,,,
118909449RR0001,2021-12-31,25,,,,
804576338RR0001,2021-12-31,25,,,,
106892771RR0001,2021-12-31,25,,,,
818881435RR0001,2021-12-31,25,,,,
131450215RR0001,2021-12-31,23,,,,
119028538RR0001,2021-12-31,25,,,,
107360281RR0001,2021-12-31,25,,,,
118993666RR0001,2021-12-31,25,,,,
140450495RR0001,2021-12-31,25,,,,
118906288RR0001,2021-12-31,25,,,,
142984640RR0001,2021-12-31,25,,,,
836351627RR0001,2021-12-31,25,,,,
119017739RR0001,2021-12-31,25,,,,
886303395RR0001,2021-12-31,25,,,,
887657591RR0001,2021-12-31,25,,,,
863019063RR0001,2021-12-31,25,,,,
119065910RR0001,2021-12-31,25,,,,
866404163RR0001,2021-12-31,25,,,,
119264174RR0029,2021-12-31,25,,,,
129763181RR0001,2021-12-31,25,,,,
882077027RR0001,2021-12-31,25,,,,
794201863RR0001,2021-12-31,25,,,,
132389370RR0001,2021-12-31,25,,,,
863744413RR0001,2021-12-31,25,,,,
895194710RR0001,2021-12-31,25,,,,
118847888RR0001,2021-12-31,25,,,,
138512751RR0001,2021-12-31,25,,,,
119250280RR0001,2021-12-31,25,,,,
118955269RR0001,2021-12-31,25,,,,
898758776RR0001,2021-12-31,25,,,,
825390412RR0001,2021-12-31,25,,,,
875168189RR0001,2021-12-31,25,,,,
861416303RR0001,2021-12-31,25,,,,
874011968RR0001,2021-12-31,25,N,N,N,N
864330816RR0001,2021-12-31,24,,,,
855009486RR0001,2021-12-31,25,N,N,N,N
892449166RR0001,2021-12-31,25,,,,
108017831RR0001,2021-12-31,25,,,,
106863319RR0001,2021-12-31,25,,,,
118979251RR0001,2021-12-31,25,,,,
140847880RR0001,2021-12-31,25,N,N,N,N
107360547RR0001,2021-12-31,25,,,,
119086486RR0001,2021-12-31,25,N,N,N,N
129892659RR0066,2021-12-31,25,,,,
891654840RR0001,2021-12-31,25,,,,
118919349RR0001,2021-12-31,25,,,,
862376209RR0001,2021-12-31,25,,,,
132410671RR0539,2021-12-31,25,,,,
119064137RR0001,2021-12-31,25,,,,
143082535RR0001,2021-12-31,25,,,,
119248102RR0001,2021-12-31,25,,,,
804834943RR0001,2021-12-31,25,,,,
107448920RR0001,2021-12-31,25,,,,
880193875RR0001,2021-12-31,25,N,N,N,N
890195407RR0001,2021-12-31,24,,,,
118887462RR0001,2021-12-31,25,,,,
887647261RR0001,2021-12-31,25,,,,
107833394RR0082,2021-12-31,25,,,,
834346314RR0001,2021-12-31,25,,,,
887842664RR0001,2021-12-31,25,,,,
892512849RR0002,2021-12-31,25,,,,
813064979RR0001,2021-12-31,25,,,,
886209394RR0001,2021-12-31,25,,,,
897627246RR0001,2021-12-01,25,,,,
129002556RR0002,2021-12-31,25,,,,
130529019RR0001,2021-12-31,25,,,,
826716789RR0001,2021-12-31,25,,,,
736692914RR0001,2021-12-31,25,N,N,N,N
722649282RR0001,2021-12-31,25,,,,
119105864RR0001,2021-12-31,25,,,,
131494957RR0001,2021-12-31,25,,,,
846414274RR0001,2021-12-31,25,N,N,N,N
888988755RR0001,2021-12-31,25,N,N,N,N
817123284RR0001,2021-12-31,25,,,,
890483241RR0001,2021-12-31,25,,,,
886548395RR0001,2021-12-31,25,N,N,N,N
119097004RR0001,2021-12-31,25,,,,
107405979RR0001,2021-12-31,25,,,,
891202145RR0001,2021-12-31,25,,,,
107661035RR0001,2021-12-31,25,,,,
118777887RR0001,2021-12-31,25,,,,
120495403RR0001,2021-12-31,25,,,,
889446597RR0001,2021-12-31,25,,,,
830806535RR0001,2021-12-31,25,,,,
822582078RR0001,2021-12-31,24,,,,
119127892RR0001,2021-12-31,25,,,,
119158392RR0001,2021-11-30,25,,,,
888453644RR0001,2021-12-31,25,,,,
890674385RR0001,2021-12-31,25,,,,
863584017RR0001,2021-12-31,25,,,,
806710380RR0001,2021-12-31,24,,,,
846377075RR0001,2021-12-31,25,,,,
870879632RR0001,2021-12-31,25,,,,
788146462RR0001,2021-12-31,25,N,N,N,N
890939945RR0001,2021-12-31,25,,,,
873499073RR0001,2021-12-31,25,,,,
890767452RR0001,2021-12-31,25,,,,
894945633RR0029,2021-12-31,25,,,,
118899939RR0001,2021-12-31,25,,,,
826172207RR0001,2021-12-31,25,,,,
119212421RR0001,2021-12-31,25,,,,
837968072RR0001,2021-12-31,25,,,,
891569774RR0001,2021-12-31,25,,,,
119116788RR0001,2021-12-31,25,,,,
107562563RR0001,2021-12-31,25,,,,
867609224RR0001,2021-12-31,25,,,,
119196848RR0001,2021-12-31,25,,,,
830701603RR0001,2021-09-30,25,,,,
128967353RR0071,2021-12-31,25,,,,
118810878RR0001,2021-12-31,25,,,,
118824846RR0001,2021-12-31,25,,,,
889733168RR0001,2021-12-31,25,,,,
119066330RR0001,2021-12-31,25,,,,
872612825RR0001,2021-12-31,25,,,,
118796002RR0001,2021-12-31,25,,,,
706850088RR0001,2021-12-31,25,,,,
119040699RR0001,2021-12-31,25,,,,
891853038RR0001,2021-12-31,25,,,,
735325276RR0001,2021-12-31,25,,,,
139322861RR0001,2021-12-31,25,,,,
845658228RR0001,2021-08-31,25,,,,
759695885RR0001,2021-12-31,25,,,,
119110450RR0049,2021-12-31,25,,,,
891106403RR0001,2021-12-31,25,,,,
890690266RR0001,2021-12-31,25,,,,
118884790RR0001,2021-11-30,25,,,,
842334682RR0001,2021-12-31,25,,,,
738837327RR0001,2021-12-31,25,N,N,N,N
107012171RR0001,2021-12-31,25,,,,
713372936RR0001,2021-08-31,25,,,,
899717961RR0001,2021-03-31,25,,,,
118926484RR0001,2021-12-31,25,,,,
820568681RR0001,2021-12-31,25,N,N,N,N
897033361RR0001,2021-12-31,25,,,,
870718780RR0001,2021-12-31,25,N,N,,
858013873RR0001,2021-12-31,25,,,,
899408959RR0001,2021-12-31,25,,,,
128689577RR0001,2021-11-30,25,,,,
129950804RR0029,2021-12-31,24,,,,
864909072RR0001,2021-12-31,25,,,,
803699156RR0001,2021-12-31,25,,,,
118905546RR0001,2021-12-31,25,,,,
107948531RR0001,2021-12-31,25,,,,
118825744RR0001,2021-12-31,25,,,,
831503925RR0001,2021-12-31,25,,,,
744218090RR0001,2021-12-31,25,,,,
125059261RR0001,2021-11-30,25,,,,
106723000RR0001,2021-12-31,25,,,,
889232443RR0002,2021-12-31,25,,,,
119266179RR0001,2021-12-31,25,,,,
118960731RR0001,2021-12-31,25,,,,
140951260RR0001,2021-12-31,25,,,,
140774340RR0001,2021-12-31,25,,,,
733456883RR0001,2021-12-31,25,,,,
118821545RR0001,2021-12-31,25,,,,
895454833RR0001,2021-12-31,25,,,,
835673310RR0001,2021-12-31,25,,,,
751656471RR0001,2021-12-31,25,,,,
845682418RR0001,2021-12-31,25,,,,
119264174RR0023,2021-12-31,25,,,,
119109817RR0050,2021-12-31,25,,,,
119087690RR0001,2021-12-31,25,,,,
832087068RR0001,2021-12-31,25,,,,
889017208RR0001,2021-12-31,25,,,,
118866953RR0001,2021-12-31,25,,,,
859475345RR0001,2021-12-31,25,,,,
119110450RR0139,2021-12-31,25,,,,
889582466RR0001,2021-12-31,25,N,N,N,N
898259072RR0001,2021-12-31,25,,,,
848264495RR0001,2021-12-31,25,,,,
706498896RR0001,2021-12-31,25,,,,
868475641RR0001,2021-12-31,25,N,N,N,N
819488925RR0001,2021-12-31,25,N,N,N,N
108135724RR0001,2021-12-31,25,,,,
892009572RR0001,2021-11-30,25,,,,
801113713RR0001,2021-12-31,25,,,,
882390958RR0001,2021-12-31,25,,,,
119173151RR0001,2021-12-31,25,,,,
862071040RR0001,2021-12-31,25,,,,
899798557RR0001,2021-12-31,25,,,,
856487913RR0001,2021-12-31,25,,,,
864677398RR0001,2021-12-31,25,,,,
828454926RR0001,2021-12-31,25,N,N,N,N
804253177RR0001,2021-12-31,25,N,N,N,N
821548187RR0001,2021-11-30,25,N,N,N,N
893010165RR0001,2021-12-31,25,,,,
118901669RR0001,2021-12-31,25,,,,
118804079RR0001,2021-12-31,25,,,,
714653524RR0001,2021-12-31,25,,,,
762442499RR0001,2021-12-31,25,,,,
866660699RR0001,2021-12-31,25,,,,
131176349RR0001,2021-12-31,25,,,,
138905757RR0001,2021-12-31,25,,,,
118877372RR0001,2021-12-31,25,N,N,N,N
826072613RR0001,2021-12-31,25,N,N,N,N
130523665RR0002,2021-12-31,25,,,,
844380329RR0001,2021-12-31,25,,,,
859411027RR0001,2021-12-31,25,,,,
854325057RR0001,2021-12-31,25,,,,
819263633RR0001,2021-12-31,25,,,,
857309538RR0001,2021-12-31,25,,,,
106800709RR0001,2021-12-31,25,,,,
119110450RR0133,2021-12-31,25,,,,
118804541RR0001,2021-12-31,25,,,,
866686991RR0001,2021-11-30,25,,,,
118937341RR0001,2021-12-31,25,,,,
805673209RR0001,2021-12-31,25,,,,
836516872RR0001,2021-12-31,25,,,,
119212363RR0001,2021-12-31,25,,,,
862334620RR0001,2021-12-31,25,,,,
804832194RR0001,2021-12-31,25,,,,
129942298RR0001,2021-12-31,25,,,,
770069086RR0001,2021-11-30,25,,,,
119261485RR0001,2021-12-31,25,,,,
896832532RR0001,2021-12-31,25,,,,
882739329RR0001,2021-12-31,25,,,,
718516925RR0001,2021-12-31,25,,,,
118817436RR0001,2021-12-31,25,,,,
868012444RR0001,2021-12-31,25,,,,
118894286RR0001,2021-12-31,25,,,,
888551066RR0001,2021-12-31,25,,,,
729749481RR0001,2021-12-31,25,,,,
119026128RR0001,2021-12-31,25,,,,
871084190RR0001,2021-12-31,25,N,N,,
119109817RR0054,2021-12-31,25,,,,
118868140RR0001,2021-12-03,25,,,,
873005441RR0001,2021-12-31,25,,,,
108004300RR0003,2021-12-31,25,,,,
869538355RR0001,2021-12-31,24,,,,
106918139RR0001,2021-12-31,25,,,,
119017853RR0001,2021-12-31,25,,,,
832129324RR0001,2021-12-31,25,N,N,N,N
884374620RR0001,2021-12-31,25,,,,
873426449RR0001,2021-12-31,25,N,N,N,N
119109817RR0016,2021-12-31,25,,,,
119066074RR0001,2021-12-31,25,,,,
765158522RR0001,2021-12-31,25,,,,
119065530RR0001,2021-12-31,25,,,,
809981939RR0001,2021-12-31,25,,,,
872085675RR0001,2021-12-31,25,,,,
119113751RR0001,2021-12-31,25,,,,
106806979RR0001,2021-12-31,25,,,,
129798229RR0001,2021-12-31,25,,,,
119156289RR0001,2021-12-31,25,,,,
822293619RR0001,2021-12-31,25,,,,
107021339RR0001,2021-12-31,25,,,,
808278188RR0001,2021-12-31,25,N,N,N,N
781983887RR0001,2021-12-31,25,,,,
817195423RR0001,2021-12-31,25,N,N,N,N
809073778RR0001,2021-12-31,25,,,,
888098449RR0001,2021-12-31,25,,N,,
891639874RR0001,2021-12-31,25,,,,
119266534RR0001,2021-12-31,25,,,,
130638745RR0001,2021-12-31,25,,,,
865095970RR0001,2021-12-31,25,,,,
140494287RR0001,2021-12-31,25,,,,
107913378RR0001,2021-12-31,24,,,,
859393860RR0001,2021-12-31,25,,,,
860181882RR0001,2021-12-31,25,,,,
880798806RR0001,2021-12-31,25,,,,
129477196RR0001,2021-12-31,25,,,,
804429041RR0001,2021-12-31,25,N,N,N,N
888814266RR0001,2021-12-31,25,,,,
813685815RR0001,2021-11-30,25,N,N,Y,Y
803693142RR0001,2021-11-30,25,N,N,N,N
886965599RR0001,2021-12-31,25,,,,
836166785RR0001,2021-11-30,25,N,N,N,N
870327731RR0001,2021-12-31,25,,,,
891602781RR0001,2021-12-31,25,N,N,N,N
882817604RR0001,2021-12-31,25,,,,
886907997RR0001,2021-12-31,25,N,N,N,N
890336571RR0001,2021-12-31,25,,,,
897480018RR0001,2021-12-31,25,,,,
856696471RR0001,2021-12-31,25,,,,
108027954RR0001,2021-12-31,25,,,,
119287969RR0001,2021-12-31,25,,,,
868530692RR0001,2021-12-31,25,,,,
132465196RR0001,2021-12-31,25,,,,
122078983RR0001,2021-12-31,25,,,,
865106611RR0001,2021-12-31,25,,,,
892070640RR0001,2021-12-31,24,,,,
140396714RR0001,2021-12-31,23,,,,
891337644RR0001,2021-12-31,25,N,N,,
119074193RR0001,2021-12-31,25,,,,
119102069RR0001,2021-12-31,25,,,,
107426769RR0001,2021-12-31,25,,,,
894153386RR0001,2021-12-31,25,,,,
832200695RR0001,2021-12-31,25,,,,
793199498RR0001,2021-12-31,25,,,,
854698511RR0001,2021-12-31,25,,,,
881234116RR0001,2021-12-31,25,N,N,,
106905425RR0001,2021-12-31,25,,,,
863919171RR0001,2021-12-31,25,,,,
119112449RR0001,2021-12-31,25,,,,
107387193RR0002,2021-12-31,25,,,,
107585085RR0054,2021-12-31,25,,,,
864635438RR0001,2021-12-31,25,N,N,N,N
118858778RR0001,2021-12-31,25,,,,
118816255RR0001,2021-12-31,25,,,,
890172596RR0001,2021-12-31,25,,,,
868433665RR0001,2021-12-31,25,N,N,N,N
892615246RR0001,2021-12-31,25,N,N,N,N
132410671RR0588,2021-12-31,25,,,,
814247862RR0001,2021-11-30,25,N,N,N,N
105255178RR0001,2021-12-31,25,,,,
840826895RR0001,2021-12-31,25,,,,
866510746RR0001,2021-11-30,25,,,,
118913920RR0001,2021-12-31,25,,,,
852786805RR0001,2021-12-31,25,,,,
106880073RR0030,2021-12-31,25,,,,
888354842RR0001,2021-12-31,25,,,,
133267328RR0001,2021-12-31,25,,,,
830723177RR0001,2021-12-31,25,,,,
106915820RR0001,2021-12-31,25,,,,
119160992RR0001,2021-12-31,25,,,,
865995153RR0001,2021-12-31,25,,,,
887593390RR0001,2021-12-31,25,,,,
131983470RR0001,2021-12-31,25,,,,
890849052RR0001,2021-11-30,25,N,N,N,N
849500277RR0001,2021-12-31,25,,,,
899132963RR0001,2021-12-31,25,,,,
806304812RR0001,2021-12-31,25,,,,
865185839RR0001,2021-12-31,25,,,,
889359998RR0001,2021-12-31,25,N,N,,
844243683RR0001,2021-12-31,25,,,,
892965369RR0001,2021-12-31,25,,,,
140660804RR0001,2021-11-30,25,,,,
118849470RR0056,2021-12-31,25,,,,
742321110RR0001,2021-12-31,25,N,N,N,N
119123594RR0001,2021-12-31,25,,,,
889876447RR0001,2021-12-31,25,,,,
107585085RR0005,2021-12-31,25,,,,
119128122RR0001,2021-09-30,25,,,,
847137593RR0001,2021-12-31,25,,,,
118875343RR0001,2021-12-31,25,,,,
893357467RR0001,2021-12-31,23,,,,
119128262RR0001,2021-12-31,25,N,N,N,N
868710708RR0001,2021-12-31,25,,,,
118982875RR0001,2021-12-31,25,,,,
118987114RR0001,2021-12-31,25,,,,
108148263RR0090,2021-10-31,25,,,,
118839927RR0001,2021-12-31,25,,,,
131586745RR0001,2021-12-31,25,,,,
132410671RR0457,2021-12-31,25,,,,
118944180RR0001,2021-12-31,25,,,,
782666879RR0001,2021-12-31,25,,,,
107833394RR0058,2021-12-31,25,,,,
886918416RR0001,2021-12-31,25,,,,
118862762RR0001,2021-12-31,25,,,,
868342668RR0001,2021-12-31,25,,,,
126236645RR0001,2021-11-30,25,,,,
891781841RR0001,2021-12-31,25,,,,
119275865RR0001,2021-12-31,25,,,,
832418446RR0001,2021-11-30,23,,,,
119173946RR0001,2021-12-31,25,,,,
119018737RR0022,2021-12-31,25,,,,
119018737RR0005,2021-12-31,25,,,,
830714184RR0001,2021-12-31,23,,,,
831130695RR0001,2021-12-31,25,,,,
801477175RR0002,2021-12-31,25,,,,
804416410RR0001,2021-11-30,25,N,N,N,N
861207330RR0001,2021-12-31,25,,,,
119196723RR0001,2021-12-31,25,,,,
864502349RR0001,2021-11-30,25,,,,
107419509RR0001,2021-12-31,25,,,,
887867661RR0001,2021-12-31,25,N,N,,
106883366RR0001,2021-12-31,25,,,,
846885523RR0001,2021-12-31,25,,,,
752403717RR0001,2021-12-31,25,,,,
829764166RR0001,2021-12-31,25,,,,
107497497RR0001,2021-12-31,25,,,,
890132665RR0001,2021-12-31,25,,,,
107896219RR0001,2021-12-31,25,,,,
119278273RR0001,2021-12-31,25,,,,
119091056RR0001,2021-12-31,25,,,,
135215622RR0001,2021-12-31,25,,,,
134970573RR0001,2021-12-31,25,,,,
815015649RR0001,2021-11-30,25,,,,
815015649RR0001,2021-12-31,25,,,,
119301893RR0001,2021-12-31,25,,,,
119249423RR0001,2021-11-30,25,,,,
744286691RR0001,2021-12-31,25,,,,
132592031RR0001,2021-12-31,25,N,N,,
854017902RR0001,2021-12-31,25,,,,
119109833RR0007,2021-12-31,25,,,,
890275241RR0001,2021-12-31,25,,,,
107020232RR0015,2021-12-31,25,,,,
873382311RR0001,2021-12-31,25,N,N,N,N
830064556RR0001,2021-12-31,25,N,N,N,N
838756245RR0001,2021-12-31,25,N,N,N,N
803068311RR0001,2021-12-31,25,N,N,N,N
890071590RR0001,2021-12-31,25,,,,
894806652RR0001,2021-12-31,25,,,,
891453979RR0001,2021-12-31,25,,,,
731213716RR0001,2021-12-31,25,,,,
107876468RR0008,2021-12-31,25,,,,
107785685RR0001,2021-12-31,25,,,,
118947902RR0001,2021-12-31,25,,,,
764730537RR0001,2021-12-31,25,,,,
119110385RR0001,2021-12-31,25,,,,
817150717RR0001,2021-09-30,25,N,N,N,N
118860568RR0001,2021-12-31,25,,,,
880974134RR0001,2021-11-30,25,,,,
855805842RR0001,2021-12-31,25,,,,
831379946RR0001,2021-06-30,25,,,,
891130742RR0001,2021-12-31,25,,,,
888198611RR0001,2021-12-31,25,,,,
107363806RR0001,2021-12-31,25,,,,
134562818RR0001,2021-10-31,25,,,,
118989615RR0001,2021-11-30,25,,,,
874776396RR0001,2021-12-31,25,,,,
107358418RR0001,2021-12-31,25,,,,
891294688RR0001,2021-12-31,25,,,,
892353962RR0001,2021-12-31,25,N,N,N,N
895433142RR0001,2021-12-31,25,,,,
118792910RR0001,2021-12-31,25,,,,
119159242RR0001,2021-12-31,25,,,,
129410627RR0002,2021-12-31,25,,,,
860028521RR0001,2021-12-31,25,,,,
777156910RR0001,2021-12-31,25,,,,
871695748RR0001,2021-12-31,25,,,,
865211718RR0001,2021-12-31,25,,,,
107910275RR0007,2021-12-31,25,,,,
101065548RR0001,2021-12-31,25,,,,
890222730RR0001,2021-12-31,25,,,,
727744880RR0001,2021-12-31,25,,,,
890260979RR0001,2021-12-31,25,,,,
893004572RR0001,2021-12-31,25,,,,
119115160RR0001,2021-12-31,25,,,,
118938554RR0005,2021-12-31,25,,,,
119016905RR0001,2021-12-31,25,,,,
108099771RR0083,2021-12-31,25,,,,
119016749RR0001,2021-12-31,25,,,,
119025674RR0001,2021-12-31,25,,,,
131433724RR0001,2021-12-31,25,,,,
107269789RR0001,2021-12-31,25,,,,
888800646RR0001,2021-12-31,25,,,,
769577487RR0001,2021-12-31,25,,,,
119109817RR0001,2021-12-31,25,,,,
107833394RR0031,2021-12-31,25,,,,
864504725RR0001,2021-12-31,25,,,,
780889085RR0001,2021-12-31,25,,,,
135244390RR0001,2021-12-31,25,,,,
865518617RR0001,2021-12-31,25,,,,
866292493RR0001,2021-12-31,25,,,,
892913567RR0001,2021-12-31,25,,,,
132410671RR0469,2021-12-31,25,,,,
129124871RR0001,2021-12-31,25,,,,
119073757RR0001,2021-12-31,25,,,,
844361311RR0001,2021-12-31,25,,,,
808139208RR0001,2021-12-31,25,,,,
831600648RR0001,2021-12-01,25,,,,
888439536RR0001,2021-12-31,25,,,,
107551426RR0001,2021-12-31,25,,,,
859395469RR0001,2021-12-31,25,,,,
808575476RR0001,2021-12-31,25,N,N,N,N
828464727RR0001,2021-12-31,25,N,N,N,N
119289288RR0001,2021-12-31,25,,,,
119021491RR0001,2021-12-31,25,,,,
119209948RR0001,2021-12-31,25,,,,
707023925RR0001,2021-12-31,25,N,N,N,N
831866801RR0001,2021-12-31,25,,,,
108214867RR0001,2021-12-31,25,,,,
830752325RR0001,2021-11-30,25,N,N,N,N
119051001RR0001,2021-12-31,25,,,,
895792729RR0001,2021-12-31,25,,,,
121437305RR0001,2021-12-31,25,,,,
106692593RR0001,2021-12-31,25,,,,
829579697RR0001,2021-08-31,25,,,,
886663889RR0001,2021-12-31,25,,,,
118940758RR0001,2021-12-31,25,,,,
856164082RR0001,2021-12-31,25,,,,
786322891RR0001,2021-12-31,25,,,,
108025586RR0001,2021-12-31,25,,,,
108092693RR0001,2021-11-30,25,,,,
118837137RR0001,2021-12-31,25,,,,
716036298RR0001,2021-12-31,25,,,,
106693625RR0001,2021-12-31,25,N,N,N,N
119190080RR0002,2021-12-31,24,,,,
853057941RR0001,2021-12-31,25,,,,
844248617RR0001,2021-12-31,25,,,,
119030823RR0001,2021-12-31,25,,,,
107955221RR0001,2021-12-31,25,,,,
859286221RR0001,2021-12-31,25,,,,
828816074RR0001,2021-12-31,25,,,,
841274483RR0001,2021-12-31,25,,,,
134593979RR0001,2021-12-31,25,,,,
815700026RR0001,2021-12-31,25,N,N,N,N
118822451RR0001,2021-12-31,25,,,,
725467336RR0001,2021-12-31,25,,,,
891934374RR0001,2021-12-31,25,N,N,,
891000184RR0001,2021-12-31,25,,,,
897754263RR0001,2021-12-31,25,,,,
860009489RR0001,2021-10-31,25,,,,
893201863RR0001,2021-12-31,25,,,,
818278459RR0001,2021-12-31,24,N,N,N,N
118849470RR0076,2021-12-31,23,,,,
849372883RR0001,2021-12-31,25,,,,
849399282RR0001,2021-12-31,25,N,N,,
118798396RR0001,2021-12-31,25,,,,
119074755RR0001,2021-12-31,25,,,,
875386229RR0001,2021-12-31,25,,,,
861919660RR0001,2021-12-31,25,,,,
118984772RR0001,2021-12-31,25,,,,
106842867RR0001,2021-12-31,25,,,,
118938554RR0003,2021-12-31,25,,,,
891837643RR0001,2021-12-31,25,,,,
119110450RR0053,2021-12-31,25,,,,
107947780RR0001,2021-12-31,25,,,,
842351678RR0001,2021-12-31,25,N,N,N,N
830400305RR0001,2021-12-31,25,,,,
132410671RR0605,2021-12-31,25,,,,
789683943RR0001,2021-12-31,25,,,,
811799402RR0001,2021-12-31,25,,,,
886626274RR0001,2021-12-31,25,,,,
119110450RR0039,2021-12-31,25,,,,
107020331RR0023,2021-12-31,25,,,,
108075649RR0001,2021-12-31,25,,,,
794212274RR0001,2021-12-31,25,,,,
869991646RR0001,2021-12-31,25,,,,
107475733RR0001,2021-12-31,25,,,,
118938554RR0004,2021-12-31,25,,,,
889863668RR0001,2021-12-31,25,N,N,N,N
838800340RR0001,2021-12-31,25,N,N,N,N
821190428RR0001,2021-12-31,25,,,,
118791375RR0001,2021-12-31,25,,,,
118857432RR0001,2021-12-31,25,,,,
893109447RR0001,2021-12-31,25,,,,
119153260RR0001,2021-12-31,25,,,,
833439540RR0001,2021-12-31,25,,,,
817621063RR0001,2021-12-31,25,,,,
107659831RR0001,2021-12-31,25,,,,
891225211RR0001,2021-12-31,25,,,,
119217925RR0001,2021-12-31,25,,,,
816383434RR0001,2021-12-31,25,N,N,N,N
108099474RR0001,2021-12-31,25,,,,
844171363RR0001,2021-12-31,25,,,,
886534395RR0001,2021-12-31,25,,,,
128678786RR0001,2021-08-31,25,N,N,,
819642174RR0001,2021-12-31,25,,,,
838775906RR0001,2021-12-31,25,,,,
890454440RR0001,2021-12-31,25,,,,
870417532RR0001,2021-07-31,25,,,,
801545351RR0001,2021-12-31,25,,,,
809432685RR0001,2021-12-31,25,N,N,,
107876468RR0005,2021-12-31,25,,,,
883241309RR0001,2021-12-31,25,,,,
864815659RR0001,2021-12-31,25,,,,
120260211RR0001,2021-12-31,25,,,,
118919422RR0001,2021-12-31,25,,,,
119178432RR0002,2021-12-31,25,,,,
107585085RR0035,2021-12-31,25,,,,
107910192RR0012,2021-12-31,25,,,,
778025668RR0001,2021-12-31,25,,,,
874068810RR0001,2021-11-25,25,,,,
816456545RR0001,2021-12-31,25,,,,
860691450RR0001,2021-12-31,25,,,,
135431203RR0001,2021-12-31,25,,,,
867234247RR0001,2021-12-31,25,,,,
132465477RR0001,2021-11-30,25,,,,
890107469RR0001,2021-12-31,25,,,,
808219240RR0001,2021-12-31,25,,,,
119078194RR0001,2021-12-31,25,,,,
107503443RR0001,2021-12-31,25,,,,
119110450RR0008,2021-12-31,25,,,,
130122617RR0001,2021-12-31,25,,,,
107910259RR0135,2021-12-31,25,,,,
118942564RR0001,2021-12-31,25,,,,
119066082RR0001,2021-12-31,25,,,,
126377100RR0001,2021-12-31,25,,,,
890268576RR0001,2021-12-31,25,,,,
759866874RR0001,2021-12-31,25,,,,
119101749RR0001,2021-12-31,25,,,,
813499373RR0001,2021-12-31,25,,,,
893681726RR0001,2021-12-31,25,,,,
872263975RR0001,2021-11-30,25,,,,
894360544RR0001,2021-11-30,25,,,,
119210193RR0001,2021-11-30,25,,,,
865139844RR0001,2021-12-31,25,,,,
866685795RR0001,2021-12-31,25,,,,
889814992RR0001,2021-12-31,25,,,,
788849529RR0001,2021-12-31,25,,,,
131900813RR0002,2021-12-31,25,,,,
891476392RR0001,2021-12-31,25,,,,
853944718RR0001,2021-12-31,25,,,,
860321561RR0001,2021-12-31,25,,,,
875532228RR0001,2021-12-31,25,,,,
119127025RR0001,2021-09-30,25,,,,
762889343RR0001,2021-12-31,25,N,N,N,N
881540967RR0001,2021-12-31,25,,,,
867199747RR0001,2021-12-31,25,,,,
119045136RR0001,2021-12-31,24,,,,
107833394RR0085,2021-12-31,25,,,,
828964247RR0001,2021-12-31,25,N,N,N,N
844514406RR0001,2021-12-31,25,N,N,N,N
838120459RR0001,2021-12-31,25,N,N,Y,N
119067692RR0001,2021-12-31,25,N,N,N,N
757729686RR0001,2021-12-31,25,,,,
853357879RR0001,2021-12-31,25,,,,
118914639RR0001,2021-12-31,25,,,,
119270775RR0001,2021-12-31,25,,,,
890209596RR0001,2021-12-31,25,,,,
845562578RR0001,2021-12-31,25,,,,
130133374RR0001,2021-12-31,25,,,,
119263275RR0001,2021-12-31,25,,,,
132410671RR0277,2021-12-31,25,,,,
119127504RR0001,2021-12-31,25,,,,
891334245RR0001,2021-12-31,25,,,,
118927631RR0001,2021-12-31,25,,,,
141084814RR0001,2021-12-31,25,,,,
860947670RR0001,2021-12-31,25,,,,
888589397RR0001,2021-12-31,25,,,,
852134725RR0001,2021-11-30,25,,,,
